"","title","details","points","price_info","price_info2"
"169","


フラッティキョウダイキタ
フラッティ京大北","所在地
〒606-8232　京都府京都市左京区田中古川町34-2
最寄り駅

京都市営バス「田中大久保町」停徒歩4分
叡山電鉄叡山本線「茶山」駅 徒歩3分
叡山電鉄叡山本線「元田中」駅 徒歩8分
叡山電鉄叡山本線「一乗寺」駅 徒歩11分
間取り／面積

1K／22.3m2／8帖
契約年数
2年

更新料
1ヶ月分
完成年月
2010年06月
向き
南、北
階数・全部屋数

地上4階
建　27部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／独立洗面化粧台／温水洗浄便座／浴室乾燥機／浴室テレビ／システムキッチン／専用台所／ガスキッチン２口／エアコン／インターフォン（TVモニター付)／クローゼット／吊棚／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／宅配ボックス／駐輪場／インターネット対応（無料）
設備備考
給湯（ガス）／電気／都市ガス／水道（公営）／排水（公共下水）／専用トイレ（水洗）
取引様態
媒介
","グリル付きガスキッチン2口
独立洗面化粧台
「茶山」駅徒歩2分
","賃料

5.6万円～5.9万円
管理費
6,000円
敷金
なし
礼金
10万円
設備維持費
2,000円




















","賃料

5.6万円～5.9万円
管理費
6,000円
敷金
なし
礼金
10万円
設備維持費
2,000円
"
"170","


メゾンケースリー
メゾンK-three","所在地
〒606-8232　京都府京都市左京区田中古川町
最寄り駅

京都市営バス「田中大久保町」停徒歩4分
叡山電鉄叡山本線「茶山」駅 徒歩1分
叡山電鉄叡山本線「元田中」駅 徒歩7分
叡山電鉄叡山本線「一乗寺」駅 徒歩11分
間取り／面積

1K／25.4m2～27.5m2／9.1帖～9.7帖
契約年数
2年

更新料
1ヶ月分
完成年月
2003年04月
向き
南、東
階数・全部屋数

地上4階
建　23部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／洗面（浴室別）／ガスコンロ設置可／エアコン／インターフォン／クローゼット／シューズケース／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／駐輪場(原付まで)／BSアンテナ／CATV／インターネット対応
取引様態
媒介
","オートロック
コンビニ徒歩4分
ゴミ毎日回収
","賃料

5.5万円～6.2万円
管理費
6,000円
敷金
1ヶ月分
礼金
1ヶ月分
設備維持費
0円～2,500円




















","賃料

5.5万円～6.2万円
管理費
6,000円
敷金
1ヶ月分
礼金
1ヶ月分
設備維持費
0円～2,500円
"
"171","


メゾンラココネ
メゾン・ラ・ココネ","所在地
〒606-8171　京都府京都市左京区一乗寺西水干町
最寄り駅

叡山電鉄叡山本線「茶山」駅 徒歩3分
叡山電鉄叡山本線「元田中」駅 徒歩9分
叡山電鉄叡山本線「一乗寺」駅 徒歩10分
間取り／面積

1K／19.8m2／9.5帖
契約年数
2年

更新料
なし
完成年月
1988年03月
向き
東
階数・全部屋数

地上3階
建　47部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／エアコン／クローゼット／フローリング／バルコニー
共同設備
駐輪場
設備備考
コンビニ近い
取引様態
媒介
","水道料は共益費込
コンビニ徒歩2分
室内洗濯機置場
","賃料

3.5万円～4.3万円
管理費
3,000円
敷金
5万円
礼金
なし




















","賃料

3.5万円～4.3万円
管理費
3,000円
敷金
5万円
礼金
なし
"
"172","


ハイツテル
ハイツテル","所在地
〒606-8084　京都府京都市左京区修学院薬師堂町
最寄り駅

叡山電鉄叡山本線「修学院」駅 徒歩5分
叡山電鉄叡山本線「宝ヶ池」駅 徒歩13分
叡山電鉄鞍馬線「宝ヶ池」駅 徒歩13分
間取り／面積

1K／18m2／6帖
契約年数
2年

更新料
なし
完成年月
1984年11月
向き
西
階数・全部屋数

地上2階
建　12部屋

物件種別
アパート
構造
鉄骨造
損害保険
要
各室専用設備
ユニットバス／室外洗濯機置場／ガスキッチン２口／エアコン／クローゼット／バルコニー／居室仕切ドア
共同設備
駐輪場
取引様態
媒介
","エアコン
駐輪場
仕切り扉
","賃料

3.2万円～3.4万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし









間取図










","賃料

3.2万円～3.4万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし
"
"173","


エンゼルプラザキョウト
エンゼルプラザ京都","所在地
〒606-8102　京都府京都市左京区高野清水町
最寄り駅

京都市営バス「叡電元田中」停徒歩4分
叡山電鉄叡山本線「元田中」駅 徒歩4分
京阪本線「出町柳」駅 徒歩12分
叡山電鉄叡山本線「出町柳」駅 徒歩12分
間取り／面積

1K～1DK／27.1m2～31.5m2／9.7帖～13.4帖
契約年数
2年

更新料
なし
完成年月
2005年03月
向き
南西、北西、南東
階数・全部屋数

地上7階
建　90部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／独立洗面化粧台／セパレート（バス・トイレ）／洗面（浴室別）／温水洗浄便座／専用台所／電化キッチン２口（RH）／エアコン／インターフォン（TVモニター付)／センサー感知ライト／ディンプルキー／クローゼット／シューズケース／吊棚／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／宅配ボックス／防犯カメラ／駐輪場（大型バイク可）／BSアンテナ／CSアンテナ／インターネット対応／浄水器設置
取引様態
媒介
","独立洗面化粧台
温水洗浄便座
ショッピングモール徒歩9分
","賃料

5.3万円～6.7万円
管理費
6,000円
敷金
7万円
礼金
7万円









間取り










","賃料

5.3万円～6.7万円
管理費
6,000円
敷金
7万円
礼金
7万円
"
"174","


ソウセンシャ
創染舎","所在地
〒606-8233　京都府京都市左京区田中北春菜町
最寄り駅

叡山電鉄叡山本線「茶山」駅 徒歩2分
叡山電鉄叡山本線「元田中」駅 徒歩6分
叡山電鉄叡山本線「一乗寺」駅 徒歩13分
間取り／面積

1K／28m2／12帖
契約年数
2年

更新料
なし
完成年月
2005年12月
向き
南
階数・全部屋数

地上3階
建　26部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／洗面（浴室別）／ガスコンロ／エアコン／インターフォン／クローゼット／フローリング／バルコニー
共同設備
オートロック／駐輪場／駐車場 ／BSアンテナ
設備備考
コンビニ近い
取引様態
媒介
","コンビニ徒歩2分
独立洗面化粧台
ショッピングモール徒歩11分
","賃料

5.8万円～6.1万円
管理費
6,000円
敷金
1ヶ月分
礼金
3万円～5万円




















","賃料

5.8万円～6.1万円
管理費
6,000円
敷金
1ヶ月分
礼金
3万円～5万円
"
"175","


アークリードラクホク
アークリード洛北","所在地
〒606-8236　京都府京都市左京区田中大久保町
最寄り駅

叡山電鉄叡山本線「茶山」駅 徒歩3分
叡山電鉄叡山本線「元田中」駅 徒歩6分
叡山電鉄叡山本線「一乗寺」駅 徒歩13分
間取り／面積

1K／21.8m2／8帖
契約年数
2年

更新料
なし
完成年月
2016年01月
向き
南
階数・全部屋数

地上4階
建　36部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
洗面（浴室別）／浴室乾燥機／浴室テレビ／システムキッチン／ガスキッチン２口／エアコン／インターフォン（TVモニター付)／クローゼット／フローリング／バルコニー
共同設備
オートロック／エレベータ／宅配ボックス／駐輪場／インターネット対応（無料）
取引様態
媒介
","セキュリティ充実
宅配BOX
独立洗面化粧台
","賃料

6万円～6.5万円
管理費
6,000円
敷金
なし
礼金
10万円




















","賃料

6万円～6.5万円
管理費
6,000円
敷金
なし
礼金
10万円
"
"176","


ロイヤルコーポタカハラ
ロイヤルコーポタカハラ","所在地
〒606-8241　京都府京都市左京区田中西高原町
最寄り駅

叡山電鉄叡山本線「茶山」駅 徒歩3分
叡山電鉄叡山本線「元田中」駅 徒歩9分
叡山電鉄叡山本線「出町柳」駅 自転車7分(約1.7km)
間取り／面積

1K／17.2m2／6帖
契約年数
4年

更新料
1ヶ月分
完成年月
1981年02月
向き
北
階数・全部屋数

地上5階
建　65部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
ユニットバス／3点ユニットバス／専用台所／ガスコンロ設置可／エアコン／インターフォン／クローゼット／フローリング／バルコニー
共同設備
オートロック／自動販売機／コインランドリー／駐輪場／BSアンテナ／光ケーブル／インターネット対応
設備備考
コンビニ近い／都市ガス
取引様態
媒介
","光ネット
家賃リーズナブル
落ち着いた環境
","賃料

3.2万円～3.9万円
管理費
2,000円
敷金
5万円
礼金
なし




















","賃料

3.2万円～3.9万円
管理費
2,000円
敷金
5万円
礼金
なし
"
"177","


ケイズキタシラカワ
K’s北白川","所在地
〒606-8161　京都府京都市左京区一乗寺木ノ本町
最寄り駅

叡山電鉄叡山本線「一乗寺」駅 徒歩10分
叡山電鉄叡山本線「茶山」駅 徒歩10分
間取り／面積

1K／22.4m2／10.3帖
契約年数
1年

更新料
なし
完成年月
1997年02月
向き
南
階数・全部屋数

地上5階
建　22部屋

物件種別
マンション
構造
軽量気泡コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／電気コンロ／エアコン／クローゼット／バルコニー
共同設備
エレベータ／駐輪場／BSアンテナ／光ケーブル
設備備考
コンビニ近い
取引様態
媒介
","コンビニ徒歩2分
室内洗濯機置場
セパレート
","賃料

4.8万円～4.9万円
管理費
5,000円
敷金
5万円
礼金
5万円
設備維持費
2,000円




















","賃料

4.8万円～4.9万円
管理費
5,000円
敷金
5万円
礼金
5万円
設備維持費
2,000円
"
"178","


ミネキタヤマ１
ミネ北山１","所在地
〒603-8051　京都府京都市北区上賀茂榊田町
最寄り駅

京都市営烏丸線「北山」駅 徒歩9分
京都市営烏丸線「北大路」駅 自転車7分(約1.6km)
京都市営烏丸線「松ヶ崎」駅 自転車7分(約1.6km)
間取り／面積

1K／30.7m2／10.1帖
契約年数
2年

更新料
1ヶ月分
完成年月
1969年08月
向き
南
階数・全部屋数

地上3階
建　7部屋

物件種別
マンション
構造
軽量気泡コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／ガスコンロ設置可／エアコン／クローゼット／フローリング／居室仕切ドア
共同設備
駐輪場
取引様態
媒介
","2口ガスキッチン
室内洗濯機置場
セパレート
","賃料

5.8万円
管理費
5,000円
敷金
1ヶ月分
礼金
1ヶ月分









間取図










","賃料

5.8万円
管理費
5,000円
敷金
1ヶ月分
礼金
1ヶ月分
"
"179","


ヴィラキタシラカワ
ヴィラ北白川","所在地
〒606-8242　京都府京都市左京区田中高原町
最寄り駅

叡山電鉄叡山本線「茶山」駅 徒歩4分
叡山電鉄叡山本線「元田中」駅 徒歩9分
叡山電鉄叡山本線「一乗寺」駅 徒歩13分
間取り／面積

1K／29.1m2
契約年数
2年

更新料
なし
完成年月
2015年03月
向き
北
階数・全部屋数

地上4階
建　14部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／独立洗面化粧台／セパレート（バス・トイレ）／電化キッチン（IH）／電化キッチン２口（IH）／エアコン／インターフォン（TVモニター付)／ディンプルキー／バルコニー
共同設備
オートロック／駐輪場／インターネット対応（無料）
設備備考
コンビニ近い／都市ガス
取引様態
媒介
","コンビニ徒歩２分！
室内洗濯機置場や独立洗面台など嬉しい設備♪
料理好きには嬉しいIH2口コンロ付システムキッチン、
","賃料

5.1万円～11.9万円
管理費
4,000円
敷金
3万円～10万円
礼金
10万円～15万円




















","賃料

5.1万円～11.9万円
管理費
4,000円
敷金
3万円～10万円
礼金
10万円～15万円
"
