"","title","details","points","price_info","price_info2"
"31","


プラネシアホシノコキョウトゴショ
プラネシア星の子京都御所","所在地
〒602-0956　京都府京都市上京区西町457
最寄り駅

京都市営烏丸線「今出川」駅 徒歩11分
京都市営烏丸線「鞍馬口」駅 自転車7分(約1.7km)
京都市営烏丸線「丸太町」駅 自転車9分(約2.1km)
間取り／面積

1K／27.2m2／9.1帖
契約年数
2年

更新料
1ヶ月分
完成年月
2005年11月
向き
南
階数・全部屋数

地上7階
建　42部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／セパレート（バス・トイレ）／エアコン／ディンプルキー／フローリング／バルコニー
共同設備
オートロック／エレベータ／宅配ボックス／インターネット対応
設備備考
コンビニ近い／給湯（ガス）／冷房／暖房／都市ガス／専用トイレ（水洗）／セキュリティ
取引様態
媒介
","セキュリティ充実
駅徒歩圏内
更新料なしプランあり
","賃料

5.2万円
管理費
6,000円
敷金
なし
礼金
12万円




















","賃料

5.2万円
管理費
6,000円
敷金
なし
礼金
12万円
"
"32","


モトツチミカド
元土御門","所在地
〒602-8006　京都府京都市上京区元土御門町522
最寄り駅

京都市営烏丸線「今出川」駅 徒歩12分
京都市営烏丸線「丸太町」駅 徒歩14分
京都市営烏丸線「鞍馬口」駅 自転車8分(約1.9km)
間取り／面積

1K／22.9m2／8.4帖
契約年数
2年

更新料
1ヶ月分
完成年月
1997年11月
向き
北
階数・全部屋数

地上5階
建　35部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／冷蔵庫／電化キッチン（IH）／エアコン／インターフォン／クローゼット／シューズケース／フローリング／バルコニー／居室照明器具
共同設備
オートロック／エレベータ／防犯カメラ／駐輪場／駐車場 ／光ケーブル／インターネット対応（無料）
設備備考
コンビニ近い／都市ガス
取引様態
媒介
","ネット無料
セキュリティ充実
居室8帖以上
","賃料

5.7万円
共益費
7,000円
敷金
5万円
礼金
5万円









間取図










","賃料

5.7万円
共益費
7,000円
敷金
5万円
礼金
5万円
"
"33","


コスモハイツシンマチツー
コスモハイツ新町Ⅱ","所在地
〒602-0003　京都府京都市上京区大心院町7
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩9分
京都市営烏丸線「今出川」駅 徒歩12分
間取り／面積

1K／22m2～23m2／8.5帖
契約年数
1年

更新料
4.6万円
完成年月
1991年10月
向き
東、西
階数・全部屋数

地上3階
建　15部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ設置可／エアコン／クローゼット／フローリング／バルコニー
共同設備
駐輪場
取引様態
媒介
","買物便利
生活便利
広々キッチン
","賃料

4.4万円～4.8万円
共益費
2,500円
敷金
なし
礼金
1ヶ月分～2ヶ月分




















","賃料

4.4万円～4.8万円
共益費
2,500円
敷金
なし
礼金
1ヶ月分～2ヶ月分
"
"34","


プログレスフナハシ
プログレスふなはし","所在地
〒602-0056　京都府京都市上京区北舟橋町854
最寄り駅

京都市営烏丸線「今出川」駅 徒歩11分
京都市営烏丸線「鞍馬口」駅 徒歩19分
京都市営烏丸線「北大路」駅 自転車9分(約2.0km)
間取り／面積

1K／32.9m2
契約年数
2年

更新料
1ヶ月分
完成年月
2002年04月
向き
東
階数・全部屋数

地上6階
建　50部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／洗面（浴室別）／浴室乾燥機／ガスキッチン２口／エアコン／インターフォン／クローゼット／フローリング
共同設備
オートロック／エレベータ／防犯カメラ／駐輪場(原付まで)／BSアンテナ／テレビ／インターネット対応（無料）
設備備考
コンビニ近い／給湯（ガス）／都市ガス／水道（公営）
取引様態
媒介
","ネット無料
広々居室
浴室乾燥機
","賃料

6万円～6.3万円
共益費
7,000円
敷金
1ヶ月分
礼金
1.5ヶ月分




















","賃料

6万円～6.3万円
共益費
7,000円
敷金
1ヶ月分
礼金
1.5ヶ月分
"
"35","


コスモハイツカミゴリョウ
コスモハイツ上御霊","所在地
〒602-0003　京都府京都市上京区大心院町
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩8分
京阪本線「出町柳」駅 自転車10分(約2.2km)
叡山電鉄叡山本線「出町柳」駅 自転車10分(約2.2km)
間取り／面積

1K／16m2／6帖
契約年数
1年

更新料
なし
完成年月
1991年03月
向き
東
階数・全部屋数

地上2階
建　12部屋

物件種別
アパート
構造
木造
損害保険
要
各室専用設備
シャワー／3点ユニットバス／ガスコンロ設置可／エアコン／クローゼット／フローリング／バルコニー／居室仕切ドア／角部屋
共同設備
バイク置場／アンテナ（VHF）／アンテナ（UHF）／電話設置可／光ケーブル
設備備考
冷房／暖房／電気／都市ガス／水道（公営）／排水（公共下水）／専用トイレ（水洗）／洗面（浴室と一緒）
取引様態
媒介
","同志社大（今出川）徒歩10分
閑静な住宅地
地下鉄徒歩圏内
","賃料

2.6万円
管理費
2,500円
敷金
なし
礼金
1ヶ月分









間取り










","賃料

2.6万円
管理費
2,500円
敷金
なし
礼金
1ヶ月分
"
"36","


グランコスモカモガワ
グランコスモ鴨川","所在地
〒602-0822　京都府京都市上京区青龍町218
最寄り駅

京阪本線「出町柳」駅 徒歩7分
叡山電鉄叡山本線「出町柳」駅 徒歩6分
京都市営烏丸線「今出川」駅 徒歩15分
間取り／面積

1K／25m2／10帖
契約年数
1年

更新料
1ヶ月分
完成年月
1999年03月
向き
東、西
階数・全部屋数

地上10階
建　65部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／洗面（浴室別）／ガスキッチン２口／エアコン／シューズケース／バルコニー
共同設備
オートロック／エレベータ／宅配ボックス／駐輪場（大型バイク可）
取引様態
媒介
","同志社・同女大近
コンビニ徒歩圏内
スーパー徒歩圏内
","賃料

6.1万円～10.1万円
共益費
2,500円～3,500円
敷金
なし
礼金
1ヶ月分









間取り図










","賃料

6.1万円～10.1万円
共益費
2,500円～3,500円
敷金
なし
礼金
1ヶ月分
"
"37","


キョウタクハイツ
京卓ハイツ","所在地
〒602-0842　京都府京都市上京区栄町
最寄り駅

京阪本線「出町柳」駅 徒歩8分
京都市営烏丸線「今出川」駅 徒歩14分
間取り／面積

1K／18.2m2～21m2／7帖
契約年数
2年

更新料
1ヶ月分
完成年月
1995年04月
向き
南、北
階数・全部屋数

地上5階
建　31部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／電気コンロ／エアコン／インターフォン／クローゼット／シューズケース／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／駐輪場
設備備考
給湯（ガス）／都市ガス
取引様態
媒介
","バス停徒歩1分
セパレート
生活便利
","賃料

5.2万円～5.8万円
管理費
5,000円
敷金
7万円
礼金
5万円～12万円




















","賃料

5.2万円～5.8万円
管理費
5,000円
敷金
7万円
礼金
5万円～12万円
"
"38","


ハウスセゾンビル
ハウスセゾンビル","所在地
〒602-8202　京都府京都市上京区栄町364
最寄り駅

京阪本線「出町柳」駅 徒歩6分
間取り／面積

1K／23m2～23.7m2／8.1帖～9.2帖
契約年数
2年

更新料
1ヶ月分
完成年月
1988年12月
向き
東、西
階数・全部屋数

地上8階
/地下33階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／ユニットバス   ／ガスコンロ設置可／フローリング
共同設備
駐輪場／インターネット対応
設備備考
コンビニ近い
取引様態
媒介
","2F管理会社
バス停徒歩1分
光ネット
","賃料

4.3万円～5.2万円
管理費
5,000円～6,000円
敷金
7万円
礼金
3万円～10万円




















","賃料

4.3万円～5.2万円
管理費
5,000円～6,000円
敷金
7万円
礼金
3万円～10万円
"
"39","


ドーミーカモガワコウエン
ドーミー鴨川公園","所在地
〒603-8135　京都府京都市北区出雲路俵町
最寄り駅

京都市営烏丸線「鞍馬口」駅 徒歩12分
京阪本線「出町柳」駅 徒歩15分
間取り／面積

1K／15.9m2／9.8帖
契約年数
1年

更新料
なし
完成年月
2011年04月
向き
東
階数・全部屋数

地上3階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／洗面（浴室別）／温水洗浄便座／冷蔵庫（２ドア）／エアコン／クローゼット
共同設備
オートロック／駐輪場
取引様態
媒介
","静かな環境
女子専用
京阪線、地下鉄の2WAYアクセス
","賃料

6.25万円～7.75万円
食費：朝350円　夕650円
敷金
なし
年間管理費
26.4万円
保証金
5万円
備考

■入館金　1年契約：19万円




















","賃料

6.25万円～7.75万円
食費：朝350円　夕650円
敷金
なし
年間管理費
26.4万円
保証金
5万円
備考

■入館金　1年契約：19万円
"
"40","


エクレールアオイ
エクレール葵","所在地
〒602-0822　京都府京都市上京区青龍町209
最寄り駅

京都市営バス「葵橋西詰」停徒歩1分
京阪本線「出町柳」駅 徒歩5分
京都市営烏丸線「今出川」駅 徒歩15分
間取り／面積

1K／24.5m2／7帖
契約年数
2年

更新料
1ヶ月分
完成年月
1995年01月
向き
東
階数・全部屋数

地上5階
建　0部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／3点ユニットバス／システムキッチン／電化キッチン（IH）／エアコン／インターフォン／クローゼット／シューズケース／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／駐輪場／光ケーブル
設備備考
給湯（ガス）／冷房／暖房／電気／都市ガス／水道（公営）
取引様態
代理
","オートロック
京阪徒歩圏内で移動も楽々
郵便局・銀行徒歩圏内
","賃料

4.8万円
管理費
6,000円
敷金
5万円
礼金
5万円









間取り図










","賃料

4.8万円
管理費
6,000円
敷金
5万円
礼金
5万円
"
"41","


イセハン２１
ISEHAN21","所在地
〒602-0822　京都府京都市上京区青龍町242
最寄り駅

京都市営バス「河原町今出川」駅
京阪本線「出町柳」駅 徒歩5分
京都市営烏丸線「今出川」駅 徒歩14分
間取り／面積

1K／20.4m2
契約年数
2年

更新料
1ヶ月分
完成年月
1997年03月
向き
西
階数・全部屋数

地上6階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
シャワー／室内洗濯置場／セパレート（バス・トイレ）／ガスコンロ設置可／エアコン／クローゼット／フローリング／バルコニー／角部屋
共同設備
オートロック／エレベータ／駐輪場／BSアンテナ／光ケーブル／インターネット対応（無料）
設備備考
コンビニ近い
取引様態
媒介
","リーズナブルなセパレート
インターネット無料！
コンビニはモチロン大型スーパーもスグ近くです。
","賃料

5万円～6.2万円
共益費
6,000円
敷金
7万円
礼金
10万円









間取り図










","賃料

5万円～6.2万円
共益費
6,000円
敷金
7万円
礼金
10万円
"
